,Lyrics,labels
192,Couldn't have been but a hundred pounds Soakin' wet All stressed out and worried Podunk Missouri And I don't know how or why or when Her daddy left But he drove off in a fury She grew up in a hurry Now skinny jeans and Maybelline Make pretty girls do crazy things Teenage tears and bathroom mirrors Will stick with you throughout your years Trust me it's so so ugly Picket fence two car garage The man that she don't love But he makes six figures She thought he'd fix her But that iron gate feels more and more Like an old bird cage than a way To keep her out of danger So she takes to liquor Nor the champagne brunches and upper class shine Can't keep a woman satisfied Swimming pools and bows and braids And the baby thinks her mom's a live-in maid If you ask me it's so so ugly So give me a rusty old grain silo Give me good food that sticks to my bones Thank you for that good good man who loves me With dirt on my hands and scrapes on my knees The feeling at night when I wash it all clean I'm telling you girls it's a beautiful thing Trust me it's far from ugly Eighteen wheels and an open road I sing my songs all across the country Cause these people trust me So give me... So give me a rusty old grain silo Give me good food that sticks to my bones Thank you for that good good man who loves me With dirt on my hands and scrapes on my knees The feeling at night when I wash it all clean I'm telling you girls it's a beautiful thing Trust me please trust me It's far from ugly,1
194,I wish I could tie you up in my shoes make you feel unpretty too I was told I was beautiful but what does that mean to you? Look into the mirror who's inside there the one with the long hair Same old me again today yeah My outsides look cool my insides are blue Every time I think I'm through it's because of you I've tried different ways but it's all the same At the end of the day I have myself to blame I'm just trippin' You can buy your hair if it won't grow You can fix your nose if you say so You can buy all the make up that M.A.C. can make But if you can look inside you find out who am I too Be in a position to make me feel so damn unpretty Yeah I'll make you feel unpretty too Never insecure until I met you now I'm bein' stupid I used to be so cute to me just a little bit skinny Why do I look to all these things? To keep you happy Maybe get rid of you and then I'll get back to me hey My outsides look cool my insides are blue Every time I think I'm through it's because of you I've tried different ways but it's all the same At the end of the day I have myself to blame People trippin' You can buy your hair if it won't grow You can fix your nose if you say so You can buy all the make up that M.A.C. can make But if you can look inside you find out who am I too Be in a position to make me feel so damn unpretty You can buy your hair if it won't grow You can fix your nose if you say so You can buy all the make up that M.A.C. can make But if you can look inside you find out who am I too Be in a position to make me feel so damn unpretty I'll make you feel unpretty too I'll make you feel unpretty You can buy your hair if it won't grow You can fix your nose if you say so You can buy all the make up that M.A.C. can make But if you can look inside you find out who am I too Be in a position to make me feel so damn unpretty You can buy your hair if it won't grow You can buy all the make up that M.A.C. can make But if you can look inside you Be in a position to make me feel so You can buy your hair if it won't grow,1
195,All smiles I know what it takes to fool this town I'll do it 'til the sun goes down and all through the night time Oh yeah Oh yeah I'll tell you what you wanna hear Leave my sunglasses on while I shed a tear It's never the right time Yeah yeah I put my armor on show you how strong how I am I put my armor on I'll show you that I am I'm unstoppable I'm a Porsche with no brakes I'm invincible Yeah I win every single game I'm so powerful I don't need batteries to play I'm so confident Yeah I'm unstoppable today Unstoppable today Unstoppable today Unstoppable today I'm unstoppable today Break down only alone I will cry on out You'll never see what's hiding out Hiding out deep down Yeah yeah I know I've heard that to let your feelings go Is the only way to make friendships grow But I'm too afraid now Yeah yeah I put my armor on show you how strong how I am I put my armor on I'll show you that I am I'm unstoppable I'm a Porsche with no breaks I'm invincible Yeah I win every single game I'm so powerful I don't need batteries to play I'm so confident Yeah I'm unstoppable today Unstoppable today Unstoppable today Unstoppable today I'm unstoppable today Unstoppable today Unstoppable today Unstoppable today I'm unstoppable today I put my arm around show you how strong I am I put my arm around I'll show you that I am I'm unstoppable I'm a Porsche with no breaks I'm invincible Yeah I win every single game I'm so powerful I don't need batteries to play I'm so confident Yeah I'm unstoppable today Unstoppable today Unstoppable today Unstoppable today I'm unstoppable today Unstoppable today Unstoppable today Unstoppable today I'm unstoppable today,1
196,I am unwritten Can't read my mind I'm undefined I'm just beginning The pen's in my hand Ending unplanned Staring at the blank page before you Open up the dirty window Let the sun illuminate the words That you could not find Reaching for something in the distance So close you can almost taste it Release your inhibitions Feel the rain on your skin No one else can feel it for you Only you can let it in No one else no one else Can speak the words on your lips Drench yourself in words unspoken Live your life with arms wide open Today is where your book begins The rest is still unwritten Yeah Oh oh I break tradition Sometimes my tries Are outside the lines We've been conditioned To not make mistakes But I can't live that way oh Staring at the blank page before you Open up the dirty window Let the sun illuminate the words That you could not find Reaching for something in the distance So close you can almost taste it Release your inhibitions Feel the rain on your skin No one else can feel it for you Only you can let it in No one else no one else Can speak the words on your lips Drench yourself in words unspoken Live your life with arms wide open Today is where your book begins The rest is still unwritten Oh oh Staring at the blank page before you Open up the dirty window Let the sun illuminate the words That you could not find Reaching for something in the distance So close you can almost taste it Release your inhibitions Feel the rain on your skin No one else can feel it for you Only you can let it in No one else no one else Can speak the words on your lips Drench yourself in words unspoken Live your life with arms wide open Today is where your book begins The rest is still unwritten The rest is still unwritten The rest is still unwritten,1
197,Yeah B Talk your shit (Partner let me upgrade you) How you gon' upgrade me What's higher than number 1 you know I used to beat that block Now I be's the block (Partner let me upgrade you) I hear you be the block But I'm the lights that keep the streets on Notice you the type that like to keep them on a Leash though I'm known to walk alone But I'm alone for a reason Sending me a drink ain't appeasing Believe me Come harder this wont be easy Don't doubt yourself trust me you need me This ain't a shoulder with a chip or an ego But what you think they all mad at me for You need a real woman in your life That's a good look Taking care home is still fly That's a good look Imma help you build up your account Thats a good look Better yet a hood look Ladies thats a good look When you're in them big meetings for the mills Thats a good look It take me just to compliment the deal Thats a good look Anything you cop I'll split the bill Thats a good look Better yet a hood look Believe me Ladies thats a good look Partner Let me upgrade you Audemars Piguet you Switch your neck ties to purple labels Upgrade you I can (up) can I (up) Lemme upgrade you Partner let me upgrade you Partner let me upgrade you Flip a new page duce you to some new things & Upgrade you I can (up) Can I (up) let me Upgrade you (partner let me upgrade you) I can do for you what Martin did for the people Ran by the men but the women keep the tempo It's very seldom that you're blessed to find your equal Still play my part and let you take the lead role Believe me I'll follow this could be easy I'll be the help whenever you need me I see you hustle wit my hustle I Can keep you Focused on yo focus I can feed you You need a real woman in your life That's a good look Taking care Home is still fly Thats a good look I'm gonna help you build up your account Thats a good look Better yet a hood look Ladies thats a good look When you're in the big meetings for the mills That's a good look It take me just to compliment the deal That's a good look Anything you cop I'll split the bill That's a good look Better yet a hood look Ladies that's a good look Partner let me upgrade you Audemars Piguet you Switch your neck tie to purple labels (Have you rocking purple labels!) Upgrade you I can (up) can I (up) let me Upgrade you (partner let me upgrade you) Let me upgrade you Flip a new page introduce you to some new things Upgrade you I can (up) can I (up) let me Upgrade you (partner let me upgrade you) (Uh HOV Uh HOV uh huh huh!) I B the d-boy who infiltrated all the corporate dudes They call shots I call audibles Jacob the jeweler baubles Lauraine Schwartz sorta dude It's big balling baby when I'm courting you I'm talking spy bags and fly pads and rooms at the Bloomberg And rumors you on the verge of a new merge 'Cause that rock on ya finger is like a tumor You can't fit ya hand in ya new purse It's humorous to me they watching and we just yachting off the island hopping off Amalfi coast Mafioso oh baby you ever seen Saturn No not the car but everywhere we are You sure to see stars. This is high level not eye level My bezzle courtesy of Audemars I order yours tomorrow now look at the time I saved you Mama let me upgrade you Just when you think we had it all Big ends condos collecting cars Picture your life elevating with me You my Project Celebrity I keep your name hot in them streets That little glimpse of light Makes that diamond really shine And you already is a star Unless your flawless Then ya dynasty ain't complete without a chief like me Partner let me upgrade you Audemars Piguet you You switch your neckties to purple labels Upgrade you I can up Can I up Lemme upgrade you Partner let me upgrade you Partner let me upgrade you Flip a new page duce you to some new things And upgrade you I can up Can I up? Lemme upgrade you Partner lemme upgrade you Audemars Piguet watch Dimples in ya necktie Hermes briefcase Cartier top clips Silk lined blazers Diamond creamed facials VVS cuff links 6 star pent suites Partna let me upgrade ya grade ya Partna partna let me upgrade ya grade ya Let me let me let me upgrade ya grade ya Partna partna partna let me upgrade ya (huh...),1
198,"And the sky was made of amethyst And all the stars look just like little fish You should learn when to go You should learn how to say ""no""  Might last a day yeah Mine is forever But it last a day yeah Mine is forever  When they get what they want They never want it again When they get what they want Well they never want it again  Go on take everything Take everything - I want you to Go on take everything Take everything - I want you to  And the sky was all violet I wanna give my violet more violence Hey I'm the one with no soul One above and one below  Might last a day yeah Mine is forever But it last a day yeah Mine is forever  When they get what they want They never want it again When they get what they want Well they never want it again  Go on take everything Take everything - I want you to Go on take everything Take everything - I dare you to  I told you from the start Just how this would end When I get what I want Well I never want it again  Go on take everything Take everything - I want you to Go on take everything Take everything - I want you to  Flow right in your mind You're mine  Go on take everything Take everything - I want you to Go on take everything Take everything - I want you to  Go on take everything Take everything - I want you to Go on take everything Take everything take everything take everything ",1
199,Ha ha ha ha ha Yo I'll tell you what I want What I really really want So tell me what you want What you really really want I'll tell you what I want What I really really want So tell me what you want What you really really want I wanna (ha) I wanna (ha) I wanna (ha) I wanna (ha) I wanna really really really Wanna zigazig ah If you want my future Forget my past If you wanna get with me Better make it fast Now don't go wasting My precious time Get your act together we could be just fine I'll tell you what I want What I really really want So tell me what you want What you really really want I wanna (ha) I wanna (ha) I wanna (ha) I wanna (ha) I wanna really really Really wanna zigazig ah If you wanna be my lover You gotta get with my friends (Gotta get with my friends) Make it last forever friendship never ends If you wanna be my lover You have got to give Taking is too easy But that's the way it is Oh what do you think about that Now you know how I feel Say you can handle my love Are you for real (Are you for real) I won't be hasty I'll give you a try If you really bug me then I'll say goodbye Yo I'll tell you what I want What I really really want So tell me what you want What you really really want I'll tell you what I want What I really really want So tell me what you want What you really really want I wanna (ha) I wanna (ha) I wanna (ha) I wanna (ha) I wanna really really really Wanna zigazig ah If you wanna be my lover You gotta get with my friends (Gotta get with my friends) Make it last forever friendship never ends If you wanna be my lover You have got to give Taking is too easy But that's the way it is So here's a story from A to Z You wanna get with me you gotta listen carefully We got Em in the place who likes it in your face You got G like MC who likes it on a... Easy V doesn't come for free She's a real lady And as for me ha you'll see Slam your body down and wind it all around Slam your body down and wind it all around If you wanna be my lover You gotta get with my friends (Gotta get with my friends) Make it last forever friendship never ends If you wanna be my lover You have got to give Taking is too easy But that's the way it is If you wanna be my lover You gotta you gotta you gotta you gotta you gotta Slam slam slam slam (make it last forever) Slam your body down and wind it all around Slam your body down and wind it all around Ha ha ha ha ha Slam your body down and wind it all around Slam your body down and zigazig ah If you wanna be my lover,1
200,Fighter Oximated World's gonna get up and see I'm a warrior isolated World's gonna listen to me Violence Set it free Wings are gonna spread up I'm a warrior isolated World's gonna get up and see woohoo I'm a warrior still stuck in my mind I've been in danger for too long No no no woohoo I'm a warrior still stuck in my mind I've been in danger for too long No Not a shabby Or a money maker World's gonna light up in peace Not in shadows Bright a little Not your fault you're just gonna breathe Violence Break me free Wings are gonna spread up I'm a warrior Oximated I'm gonna get up and be woohoo I'm a warrior still stuck in my mind I've been in danger for too long No no no woohoo I'm a warrior still stuck in my mind I've been in danger for too long No no no,1
201,Girls can wear jeans And cut their hair short Wear shirts and boots 'Cause it's OK to be a boy But for a boy to look like a girl is degrading 'Cause you think that being a girl is degrading But secretly you'd love to know what it's like Wouldn't you What it feels like for a girl Silky smooth Lips as sweet as candy baby Tight blue jeans Skin that shows in patches Strong inside but you don't know it Good little girls they never show it When you open up your mouth to speak Could you be a little weak Do you know what it feels like for a girl Do you know what it feels like in this world For a girl Hair that twirls on finger tips so gently baby Hands that rest on jutting hips repenting Hurt that's not supposed to show And tears that fall when no one knows When you're trying hard to be your best Could you be a little less Do you know what it feels like for a girl do you know what it feels like in this world Do you know what it feels like for a girl do you know what it feels like in this world What it feels like for a girl Strong inside but you don't know it Good little girls they never show it When you open up your mouth to speak Could you be a little weak Do you know what it feels like for a girl Do you know what it feels like in this world For a girl Do you know what it feels like like for a girl Do you know What it feels like in this world,1
202,What an amazing time What a family How did the years go by Now it's only me  Tick-tock  Nani matteru no? Tick-tock  Nani matteru no? Tick-tock tick-tock  Komatterunjyane Tick-tock tick-tock Tick-tock tick-tock  La la la la la la la  Komatterunjyane  I'm like a cat-in-heat stuck in a moving car A scary conversation shut my eyes can't find the brake What if they say that you're a climber? Naturally I'm worried if I do it alone Who really cares 'cause it's your life You never know it could be great Take a chance 'cause you might grow Oh uh oh  What you waiting what you waiting what you waiting What you waiting what you waiting for? What you waiting what you waiting what you waiting What you waiting what you waiting for?  Tick-tock tick-tock nani matteru... Tick-tock tick-tock matteru... Take a chance you stupid hoe  Like an echo pedal you're repeating yourself You know it all by heart Why are you standing in one place? Born to blossom bloom to perish Your moment will run out 'cause of your sex chromosome I know it's so messed up how our society all thinks Life is short you're capable Oh uh oh  Look at your watch now You're still a super hot female You got your million dollar contract And they're all waiting for your hot track  What you waiting what you waiting what you waiting What you waiting what you waiting for? What you waiting what you waiting what you waiting What you waiting what you waiting for?  I can't wait to go  Back into Japan Get me lots of brand new fans Osaka Tokyo You Harajuku girls  Damn you've got some wicked style Go  Look at your watch now You're still a super hot female You got your million dollar contract And they're all waiting for your hot track  What you waiting what you waiting what you waiting What you waiting what you waiting for? What you waiting what you waiting what you waiting What you waiting what you waiting for?  What you waiting for? what you waiting for? Take a chance you stupid hoe Komatterunjyane go back do Japan Take a chance you stupid hoe Take a chance you stupid hoe Take a chance you stupid hoe. ,1
203,(Ladies) So if your dude ain't actin' right You tell that dude he got to go If that dude be clamin that he broke You tell that dude he got to go If he wants you to stay in the house everyday and night You tell that dude he got to go If he wants to run the streets Then you run the streets to and you tell him he got to go  Baby Baby somebody's gonna cry tonight Baby (baby) Baby (baby) but it won't be my tears tonight (Lets go!) So whatcha think about that Whatcha think about it So whatcha think about that that that (oh baby)  Tonight we're gonna switch up I'll do you you do me Tonight your gonna stay home while I run the streets  What do you what do you what do you what do you think about that baby What do you what do you what do you what do you think about that?  Baby! Imma let you play my part So you can feel a broken heart Let me just talk make sure that you call So I can say it  Baby Baby somebody's gonna cry tonight Baby (baby) Baby (baby) but it won't be my tears tonight So whatcha think about that Whatcha think about it So whatcha think about that that that (oh baby)  Tonight your gonna call me a thousand times Tonight I'mma make up a thousand lies  How do you How do you How do you How do you feel about that baby How do you How do you How do you How do you feel about that?  Baby Imma let you play my part So you can feel a broken heart Let me just talk make sure that you call So I can say it!  Baby Baby somebody's gonna cry tonight (that's right) Baby (baby) Baby (baby) but it won't be my tears tonight oh  So whatcha think about that (oh) Whatcha think about it (oh) So whatcha think about that that that (oh baby)  Okay! Hol up whatchu think about that You wear the dress and I put on your slacks Tonight I'm goin' out and ain't comin' back You ain't gonna get no more pussycat See me in the club I'm out with my girls Do like you do when your out with your goods Up in the club its just me and my girls Play like Katy Perry kissin' on girls Now you can't eat or sleep And now you in the house thinking about me And now I do what you do to me And now I love to see you weeping  Baby Baby (baby) somebody's gonna cry tonight (somebody's gonna cry to tonight) Baby (baby) Baby (baby) but it won't be my tears tonight oh  So whatcha think about that (oh) Whatcha think about it (tell me) So whatcha think about that that that (oh baby)  (Ooh baby hey)  (Ladies) So if your dude ain't actin' right You tell that dude he got to go If that dude be clamin that he broke You tell that dude he got to go If he wants you to stay in the house everyday and night You tell that dude he got to go If he wants to run the streets Then you run the streets to and you tell him he got to go  (Baby baby) Oh baby somebody gonna cry tonight oh somebody gonna cry tonight baby! ,1
204,When a man loves a woman They say she could do no wrong When a man loves a woman Her nights will never be long When a man loves a woman He makes love with pure intensity And if she wants He,1
205,Boys call you sexy And you don't care what they say See every time you turn around they scream your name Boys call you sexy And you don't care what they say See every time you turn around they scream your name  Darkchild  Now I've got a confession (Ha Ha Ha Ha) When I was young I wanted attention (Ha Ha Ha Ha) And I promised myself that I'd do anything (Ha Ha Ha Ha) Anything at all for them to notice me (La La La La)  But I ain't complaining (No) We all wanna be famous (Oh) So go ahead and say what you wanna say (Oh) You know what it's like to be nameless (Oh) Want them to know what your name is (Oh) 'Cause see when I was younger I would say  When I grow up I wanna be famous I wanna be a star I wanna be in movies  When I grow up I wanna see the world Drive nice cars I wanna have groupies  When I grow up Be on TV People know me Be on magazines  When I grow up Fresh and clean Number one chick when I step out on the scene  But be careful what you wish for 'cause you just might get it You just might get it You just might get it (x2) But be careful what you wish for 'cause you just might get it You just might get it You just might get it- Get it?  They used to tell me I was silly (Ha Ha Ha Ha) Until I popped up on the TV (La La La La) I always wanted to be a superstar (Ha Ha Ha Ha) And knew that singing songs would get me this far (La La La La)  But I ain't complaining We all wanna be famous So go ahead and say what you wanna say You know what it's like to be nameless Want them to know what your name is 'Cause see when I was younger I would say  When I grow up I wanna be famous I wanna be a star I wanna be in movies  When I grow up I wanna see the world Drive nice cars I wanna have groupies  When I grow up Be on TV People know me Be on magazines  When I grow up Fresh and clean Number one chick when I step out on the scene  But be careful what you wish for 'cause you just might get it You just might get it You just might get it You just might get it But be careful what you wish for 'cause you just might get it You just might get it You just might get it You just might get it  I see them staring at me Oh I'm a trend-setter Yes this is true 'Cause what I do no one can do it better You can talk about me 'Cause I'm a hot topic I see you watching me watching me watching me and I know you want it  When I grow up I wanna be famous I wanna be a star I wanna be in movies  When I grow up I wanna see the world Drive nice cars I wanna have groupies  When I grow up Be on TV People know me Be on magazines  When I grow up Fresh and clean Number one chick when I step out on the scene  But be careful what you wish for 'Cause you just might get it You just might get it You just might get it You just might get it But be careful what you wish for 'Cause you just might get it You just might get it You just might get it You just might get it (Get it?)  When I grow up I wanna be famous I wanna be a star I wanna be in movies  When I grow up I wanna see the world Drive nice cars I wanna have groupies  When I grow up Be on TV People know me Be on magazines  When I grow up Fresh and clean Number one chick when I step out on the scene  Be careful what you wish for 'Cause you just might get it You just might get it You just might get it You just might get it Be careful what you wish for 'Cause you just might get it You just might get it You just might get it You just might get it- Get it?  Darkchild ,1
206,Crashed on the floor when I moved in This little bungalow with some strange new friends Stay up too late and I'm too thin We promise each other it's til the end Now we're spinning empty bottles It's the five of us With pretty eyed boys girls die to trust I can't resist the day No I can't resist the day Jenny screams out and it's no pose 'Cause when she dances she goes and goes Beer through the nose on an inside joke I'm so excited I haven't spoken And she's so pretty and she's so sure Maybe I'm more clever than a girl like her The summer's all in bloom The summer is ending soon It's alright and it's nice not to be so alone But I hold on to your secrets in white houses Maybe I'm a little bit over my head I come undone at the things he said And he's so funny in his bright red shirt We were all in love and we all got hurt I sneak into his car's cracked leather seat The smell of gasoline in the summer heat Boy we're going way too fast It's all too sweet to last It's alright And I put myself in his hands But I hold on to your secrets in white houses Love or something ignites in my veins And I pray it never fades in white houses My first time hard to explain Rush of blood oh and a little bit of pain On a cloudy day it's more common than you think He's my first mistake Maybe you were all faster than me We gave each other up so easily These silly little wounds will never mend I feel so far from where I've been So I go and I will not be back here again I'm gone as the day is fading on white houses I lie wrote my injuries all in the dust In my heart it's the five of us In white houses And you maybe you'll remember me What I gave is yours to keep In white houses In white houses In white houses,1
207,"Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?) Who let the dogs out?  Well the party was nice the party was bumpin (Hey yippie yi yo) And everybody havin' a ball (Hah ho yippie yi yo) Until the fellas ""Start the name callin'"" (Yippie yi yo) And the girls respond to the call I heard a po' woman shout out!  Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?)  I see the dance people had a ball 'Cause she really want to skip town Get back gruffy ' back scruffy Get back you flea infested mongrel  Gonna tell myself I might no' get angry (Hey yippie yi yo) To any girls calling them canine (Hey yippie yi yo) But they tell me ""Hey man it's part of the party!"" (Yippie yi yo) You put a woman in front and her man behind I heard a woman shout out  Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?) Who let the dogs out?  Say a doggy is nuttin' if he don't have a bone All doggy hold ya' bone all doggy hold it A doggy is nuttin' if he don't have a bone All doggy hold ya' bone all doggy hold it  Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?)  I see the dance people had a ball 'Cause she really want to skip town Get back gruffy ' back scruffy Get back you flea infested mongrel  Well if I am a dog the party is on I gotta get my girl got my mind on going Do you see the rays comin' from my eye Welcome to the place that Digi man is breaking them down  Me and my white talk short till I can't see color any color will do I' taking you that's why they call me pitbull 'Cause I'm the man of the land When they see me they say 'ah-ooh  Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?) Who let the dogs out? (Who who who who who?)  Who let the dogs out? (Who who who who?) (Yippie yi yo) Who let the dogs out? (Who who who who?) (Yippie yi yo) Who let the dogs out? (Who who who who?) (Yippie yi yo) Who let the dogs out? (Who who who who?) (Yippie yi yo)  Who let the dogs out? (Who who who who?) (Yippie yi yo) Who let the dogs out? (Who who who who?) (Yippie yi yo) Who let the dogs out? (Who who who who?) (Yippie yi yo) Who let the dogs out? (Who who who who?) (Yippie yi yo)  Who let the dogs out? (Who who who who?) (Yippie yi yo) Who let the dogs out? (Who who who who?) (Yippie yi yo) ",1
208,Wouldn't wanna be anybody else Hey! You made me insecure Told me I wasn't good enough But who are you to judge When you're a diamond in the rough I'm sure you got some things You'd like to change about yourself But when it comes to me I wouldn't want to be anybody else Na-na-na-na na-na-na-na na-na-na-na na I'm no beauty queen I'm just beautiful me Na-na-na-na na-na-na-na na-na-na-na na You've got every right To a beautiful life C'mon! Who says? Who says you're not perfect? Who says you're not worth it? Who says you're the only one that's hurting? Trust me That's the price of beauty Who says you're not pretty? Who says you're not beautiful? Who says? It's such a funny thing How nothing's funny when it's you You tell 'em what you mean But they keep whiting out the truth It's like a work of art That never gets to see the light Keep you beneath the stars Won't let you touch the sky Na-na-na-na na-na-na-na na-na-na-na na I'm no beauty queen I'm just beautiful me Na-na-na-na na-na-na-na na-na-na-na na You've got every right To a beautiful life C'mon! Who says? Who says you're not perfect? Who says you're not worth it? Who says you're the only one that's hurting? Trust me That's the price of beauty Who says you're not pretty? Who says you're not beautiful? Who says? Who says you're not star potential? Who says you're not presidential? Who says you can't be in movies? Listen to me listen to me Who says you don't pass the test? Who says you can't be the best? Who said who said? Won't you tell me who said that? Yeah... Who says? Who says? Who says you're not perfect? (yeah) Who says you're not worth it? (yeah) Who says you're the only one that's hurting? Trust me (yeah-yeah...) That's the price of beauty Who says you're not pretty? Who says you're not beautiful? Who says? Who says you're not perfect? Who says you're not worth it? Who says you're the only one that's hurting? Trust me That's the price beauty Who says you're not pretty? Who says you're not beautiful? Who says?,1
209,Good girls are pretty like all the time I'm just pretty some of the time Good girls are happy and satisfied I won't stop asking until I die I just can't deal with the rules I can't take the pressure It's got me saying ooh yeah... Who's that girl that you dream of? Who's that girl that you think you love? Who's that girl well I'm nothing like her I know there's no such girl I swear I can't take the pressure Who's that girl? Good girls don't say no or ask you why I won't let you love me until you really try Good girls are sexy like everyday I'm only sexy when I say it's okay I just can't deal with the rules I can't take the pressure oh no It's got me saying ooh yeah... Who's that girl that you dream of? Who's that girl that you think you love? Who's that girl what if I'm nothing like her I know there's no such girl I swear I can't take the pressure Who's that girl? Let's play a game that you've never tried You be the girl and I'll be the guy Let's pretend everything has changed and then Would you love me any different? I just can't deal with the rules I can't take the pressure oh no Who's that girl? Who's that girl that you dream of? Who's that girl that you think you love? Who's that girl what if I'm nothing like her I know there's no such girl I swear I can't take the pressure Who's that girl? Who's that girl? Who's that girl that you dream of? Who's that girl that you think you love? Who's that girl what if I'm nothing like her I know there's no such girl I swear I can't take the pressure Who's that girl?,1
210,What you say? Girl this my body You ain't know? Texas women do it bigger (What? Say it ain't so) In the south it gets no realer baby Pot full of grits I'm hotter than your mama's supper boy Better get with it Better watch your mouth I might burn you boy You goin' uh downtown gonna work Good love like dessert If you scared go to church Whoo whoo I'm a lover Hold on tight little country boy I ain't no girl I'm a boss with orders All I'm needing is a baby to love me Like a warm biscuit on a Sunday morning I got what you want I'm aiming to please I got what it takes I sure got the means I got what you want: sugar honey iced tea All eyes on me oh oh baby I'm a whole lotta woman (From the way I walk and toss my hips) I'm a whole lotta woman (From the sound of my voice to the gloss on my lips) I'm a whole lotta woman (Anything I see I want I get) I'm a strong bad-ass chick with classic confidence yeah One time for the green And rolling like Tina Loving hard ain't easy Whoo whoo if you mean it Hold on tight little country boy I ain't no girl I'm a boss with orders All I'm needing is a baby to love me I'm a warm biscuit on a Sunday morning I got what you want I'm aiming to please I got what it takes I sure got the means I got what you want: sugar honey iced tea All eyes on me oh oh baby I'm a whole lotta woman (From the way I walk and toss my hips) I said I'm a whole lotta woman (From the sound of my voice to the gloss on my lips) I'm a whole lotta woman (Anything I see I want I get) I'm a strong bad-ass chick with classic confidence Ain't no competition babe It's just can you keep up with me? I can't do a thing about my wicked ways with gravity Higher than the leaves they fall from trees like D-O-double-Gs I reside in Tennessee but Texas still grows deep in me I'm a whole lotta woman (From the way I walk and toss my hips) Hey I'm a whole lotta woman (From the sound of my voice to the gloss on my lips) I said I'm a whole lotta woman (Anything I see I want I get) I'm a strong bad-ass chick with classic confidence Come on Wait do it again,1
211,Find table spaces Say your social graces Bow your head they're pious here But you and I we're pioneers We make our own rules Our own room no bias here Let 'em sell what they are sellin' There are no buyers here So gather all the rebels now We'll rebel rouse and sing aloud We don't care what they say no way no way And we will leave the empty chairs To those who say we can't sit there We're fine all by ourselves So aye we brought our drum and this is how we dance No mistakin' we make our breaks if you don't like our 808s Then leave us alone cause we don't need your policies We have no apologies for being... Find me where the wild things are Oh my we'll be alright Don't mind us Find me where the wild things are Oh my we'll be just fine Don't mind us yeah Find me where the wild things are I lose my balance on these eggshells You tell me to tread I'd rather be a wild one instead Don't wanna hang around the in crowd The cool kids aren't cool to me They're not cooler than we are So aye we brought our drum and this is how we dance No mistakin' we make our breaks if you don't like our 808s Then leave us alone cause we don't need your policies We have no apologies for being... Find me where the wild things are Oh my we'll be alright Don't mind us yeah Find me where the wild things are Oh my we'll be just fine Aye-aye-aye don't mind us We will carve our place into time and space We will find our way or we'll make a way say hey hey hey Find you're great don't you hide your face And let it shine shine shine shine So aye we brought our drum and this is how we dance No mistakin' we make our breaks if you don't like our 808s Then leave us alone cause we don't need your policies We have no apologies for being... Find me where the wild things are Oh my we'll be alright Don't mind us yeah Find me where the wild things are Oh my we'll be just fine Don't mind us yeah Find me where the wild things are,1
212,High on the hill with the lonely goatherd Lay odl lay odl lay he hoo Yodel back with the girl & goatherd Lay odl lay odl oh. Wind It Up Wind It Up Wind It Up! Odl lay odl lay odl-oo. Yeah. This is the key that makes us wind up When the beat comes on the girls all line up And the boys all look but no they can't touch But the girls want to know why boys like us so much. They like the way we dance they like the way we work They like the way that L.A.M.B. is going 'cross my shirt They like the way my pants it compliments my shape. She's crazy right? They like the way we react every time we hear the... Every time the bass bang Realize it calls your name Let the beat wind you up And don't stop 'til your time is up. Get in line now. Wind It Up! Uh uh uh. Wind It Up! Uh uh uh. Come on. Wind It Up! Uh uh uh. Odl lay odl lay odl-oo. You've got to let the beat get under your skin You've got to open up & let it all in But see once it gets in the popping begins Then you find out why all the boys stare. See they're trying to bite our style Trying to study our approach They like the way we do it so original I guess that they are slow so they should leave the room This beat is for the clubs & cars that go... Every time the bass bang Realize it calls your name Let the beat wind you up And don't stop 'til your time is up. Get in line now. Wind It Up! Uh uh uh. Are you all ready? Wind It Up! Uh uh uh. Wind It Up! Uh uh uh... Wind It Up! Odl lay odl lay odl-oo. Uh-huh it's your moment Uh-huh come on girl you know you own it Uh-huh you know your key is still tick-tockin' Hell yeah but you know they're watchin'. Get it girl get it get it girl Get it girl get it get it girl... To the front to the side To the back but don't let him ride Keep goin' girl it's your night Don't let him steal your light I know he thinks your fine & stuff. But does he know how to wind you up? Come on. Wind It Up! Uh uh uh. Wind It Up! Uh uh uh... Wind It Up! Uh uh uh. Wind It Up! Odl lay odl lay odl lay hey!,1
